scheduler, buf_size, wl_idx, time_millis, solver_res
leaf,70, 0, 51992, SAT
leaf,70, 1, 57920, SAT
leaf,70, 2, 94021, SAT
leaf,70, 3, 62752, SAT
leaf,70, 4, 52815, SAT
leaf,70, 5, 48884, SAT
leaf,70, 6, 51846, SAT
leaf,70, 7, 56836, SAT
leaf,70, 8, 51412, SAT
leaf,70, 9, 54942, SAT
leaf,70, 10, 54613, SAT
leaf,70, 11, 29521, SAT
leaf,70, 12, 23530, SAT
leaf,70, 13, 67603, SAT
leaf,70, 14, 53273, SAT
leaf,70, 15, 39827, SAT
leaf,70, 16, 44435, SAT
leaf,70, 17, 45142, SAT
leaf,70, 18, 39057, SAT
leaf,70, 19, 61832, SAT
leaf,70, 20, 54569, SAT
leaf,70, 21, 49203, SAT
leaf,70, 22, 49150, SAT
leaf,70, 23, 39772, SAT
leaf,70, 24, 41620, SAT
leaf,70, 25, 56389, SAT
leaf,70, 26, 46479, SAT
leaf,70, 27, 56272, SAT
leaf,70, 28, 65207, SAT
leaf,70, 29, 30402, SAT
leaf,70, 30, 17286, SAT
leaf,70, 31, 24404, SAT
leaf,70, 32, 24466, SAT
leaf,70, 33, 28398, SAT
leaf,70, 34, 23846, SAT
leaf,70, 35, 11177, SAT
leaf,70, 36, 41941, SAT
leaf,70, 37, 32105, SAT
leaf,70, 38, 33301, SAT
leaf,70, 39, 38447, SAT
leaf,70, 40, 36998, SAT
leaf,70, 41, 36848, SAT
leaf,70, 42, 28079, SAT
leaf,70, 43, 26951, SAT
leaf,70, 44, 27551, SAT
leaf,70, 45, 29527, SAT
leaf,70, 46, 59907, SAT
leaf,70, 47, 52441, SAT
leaf,70, 48, 73971, SAT
