scheduler, buf_size, wl_idx, time_millis, solver_res
prio, 400, 0, 20, SAT
prio, 400, 1, 19, SAT
prio, 400, 2, 19, SAT
prio, 400, 3, 33, SAT
prio, 400, 4, 34, SAT
prio, 400, 5, 27, SAT
prio, 400, 6, 34, SAT
prio, 400, 7, 28, SAT
prio, 400, 8, 22, SAT
prio, 400, 9, 31, SAT
prio, 400, 10, 57, SAT
prio, 400, 11, 21, SAT
prio, 400, 12, 25, SAT
prio, 400, 13, 28, SAT
prio, 400, 14, 36, SAT
prio, 400, 15, 23, SAT
prio, 400, 16, 34, SAT
prio, 400, 17, 27, SAT
prio, 400, 18, 24, SAT
prio, 400, 19, 21, SAT
prio, 400, 20, 37, SAT
prio, 400, 21, 26, SAT
prio, 400, 22, 67, SAT
prio, 400, 23, 29, SAT
prio, 400, 24, 39, SAT
prio, 400, 25, 24, SAT
prio, 400, 26, 38, SAT
prio, 400, 27, 26, SAT
prio, 400, 28, 43, SAT
prio, 400, 29, 10, UNSAT
prio, 400, 30, 8, UNSAT
prio, 400, 31, 9, UNSAT
prio, 400, 32, 10, UNSAT
prio, 400, 33, 11, UNSAT
prio, 400, 34, 16, UNSAT
prio, 400, 35, 18, UNSAT
prio, 400, 36, 46, SAT
prio, 400, 37, 38, UNSAT
prio, 400, 38, 62, SAT
prio, 400, 39, 45, SAT
