scheduler, buf_size, wl_idx, time_millis, solver_res
rr,400, 0, 14, SAT
rr,400, 1, 4, SAT
rr,400, 2, 4, SAT
rr,400, 3, 4, SAT
rr,400, 4, 10, SAT
rr,400, 5, 3, SAT
rr,400, 6, 4, SAT
rr,400, 7, 3, SAT
rr,400, 8, 4, SAT
rr,400, 9, 13, SAT
rr,400, 10, 4, SAT
rr,400, 11, 4, SAT
rr,400, 12, 4, SAT
rr,400, 13, 11, SAT
rr,400, 14, 4, SAT
rr,400, 15, 4, SAT
rr,400, 16, 4, SAT
rr,400, 17, 7, SAT
rr,400, 18, 8, SAT
rr,400, 19, 3, SAT
rr,400, 20, 3, SAT
rr,400, 21, 3, SAT
rr,400, 22, 10, SAT
rr,400, 23, 6, SAT
rr,400, 24, 5, SAT
rr,400, 25, 24, SAT
rr,400, 26, 20, UNSAT
rr,400, 27, 10, UNSAT
