scheduler, buf_size, wl_idx, time_millis, solver_res
prio,400, 0, 2, SAT
prio,400, 1, 2, SAT
prio,400, 2, 2, SAT
prio,400, 3, 3, SAT
prio,400, 4, 2, SAT
prio,400, 5, 2, SAT
prio,400, 6, 3, SAT
prio,400, 7, 4, SAT
prio,400, 8, 2, SAT
prio,400, 9, 2, SAT
prio,400, 10, 2, SAT
prio,400, 11, 2, SAT
prio,400, 12, 2, SAT
prio,400, 13, 2, SAT
prio,400, 14, 3, SAT
prio,400, 15, 2, SAT
prio,400, 16, 1, SAT
prio,400, 17, 1, SAT
prio,400, 18, 3, SAT
prio,400, 19, 2, SAT
prio,400, 20, 2, SAT
prio,400, 21, 2, SAT
prio,400, 22, 2, SAT
prio,400, 23, 1, SAT
prio,400, 24, 2, SAT
prio,400, 25, 2, SAT
prio,400, 26, 2, SAT
prio,400, 27, 3, SAT
prio,400, 28, 2, SAT
prio,400, 29, 1, UNSAT
prio,400, 30, 1, UNSAT
prio,400, 31, 1, UNSAT
prio,400, 32, 1, UNSAT
prio,400, 33, 1, UNSAT
prio,400, 34, 0, UNSAT
prio,400, 35, 1, UNSAT
prio,400, 36, 2, SAT
prio,400, 37, 14, UNSAT
prio,400, 38, 3, SAT
prio,400, 39, 2, SAT
