scheduler, buf_size, wl_idx, time_millis, solver_res
prio, 50, 0, 77, SAT
prio, 50, 1, 116, SAT
prio, 50, 2, 80, SAT
prio, 50, 3, 108, SAT
prio, 50, 4, 99, SAT
prio, 50, 5, 96, SAT
prio, 50, 6, 78, SAT
prio, 50, 7, 114, SAT
prio, 50, 8, 83, SAT
prio, 50, 9, 131, SAT
prio, 50, 10, 100, SAT
prio, 50, 11, 106, SAT
prio, 50, 12, 75, SAT
prio, 50, 13, 63, SAT
prio, 50, 14, 90, SAT
prio, 50, 15, 106, SAT
prio, 50, 16, 75, SAT
prio, 50, 17, 72, SAT
prio, 50, 18, 108, SAT
prio, 50, 19, 66, SAT
prio, 50, 20, 87, SAT
prio, 50, 21, 101, SAT
prio, 50, 22, 85, SAT
prio, 50, 23, 91, SAT
prio, 50, 24, 112, SAT
prio, 50, 25, 73, SAT
prio, 50, 26, 105, SAT
prio, 50, 27, 73, SAT
prio, 50, 28, 63, SAT
prio, 50, 29, 17, UNSAT
prio, 50, 30, 18, UNSAT
prio, 50, 31, 16, UNSAT
prio, 50, 32, 82, SAT
prio, 50, 33, 53, SAT
prio, 50, 34, 12, UNSAT
prio, 50, 35, 17, UNSAT
prio, 50, 36, 17, UNSAT
prio, 50, 37, 87, SAT
prio, 50, 38, 24, UNSAT
prio, 50, 39, 124, SAT
prio, 50, 40, 87, SAT
prio, 50, 41, 122, SAT
