scheduler, buf_size, wl_idx, time_millis, solver_res
fq, 125, 0, 2345, SAT
fq, 125, 1, 2456, SAT
fq, 125, 2, 5721, SAT
fq, 125, 3, 1743, SAT
fq, 125, 4, 3471, SAT
fq, 125, 5, 3535, SAT
fq, 125, 6, 3382, SAT
fq, 125, 7, 2335, SAT
fq, 125, 8, 3874, SAT
fq, 125, 9, 2000, SAT
fq, 125, 10, 3513, SAT
fq, 125, 11, 1587, SAT
fq, 125, 12, 3079, SAT
fq, 125, 13, 4467, SAT
fq, 125, 14, 2259, SAT
fq, 125, 15, 2186, SAT
fq, 125, 16, 2361, SAT
fq, 125, 17, 2057, SAT
fq, 125, 18, 4132, SAT
fq, 125, 19, 1977, SAT
fq, 125, 20, 2810, SAT
fq, 125, 21, 5735, SAT
fq, 125, 22, 5521, SAT
fq, 125, 23, 3031, SAT
fq, 125, 24, 2856, SAT
fq, 125, 25, 2173, SAT
fq, 125, 26, 2026, SAT
fq, 125, 27, 3155, SAT
fq, 125, 28, 2424, SAT
fq, 125, 29, 3477, SAT
fq, 125, 30, 1534, SAT
fq, 125, 31, 1854, SAT
fq, 125, 32, 2332, SAT
fq, 125, 33, 1856, SAT
fq, 125, 34, 1402, SAT
fq, 125, 35, 1947, SAT
fq, 125, 36, 2925, SAT
fq, 125, 37, 1152, SAT
fq, 125, 38, 2875, SAT
fq, 125, 39, 1443, SAT
fq, 125, 40, 1913, SAT
fq, 125, 41, 1684, SAT
fq, 125, 42, 1291, SAT
fq, 125, 43, 1412, SAT
fq, 125, 44, 829, SAT
fq, 125, 45, 2366, SAT
fq, 125, 46, 2538, SAT
fq, 125, 47, 2375, SAT
fq, 125, 48, 2092, SAT
fq, 125, 49, 3574, SAT
fq, 125, 50, 5191, SAT
fq, 125, 51, 2187, SAT
fq, 125, 52, 3426, SAT
fq, 125, 53, 1417, SAT
fq, 125, 54, 1369, SAT
fq, 125, 55, 1547, SAT
fq, 125, 56, 2385, SAT
fq, 125, 57, 1783, SAT
fq, 125, 58, 1113, SAT
fq, 125, 59, 2161, SAT
fq, 125, 60, 1648, SAT
fq, 125, 61, 5625, SAT
fq, 125, 62, 3183, SAT
fq, 125, 63, 2251, SAT
fq, 125, 64, 1597, SAT
fq, 125, 65, 3287, SAT
fq, 125, 66, 2185, SAT
fq, 125, 67, 2439, SAT
