scheduler, buf_size, wl_idx, time_millis, solver_res
rr,350, 0, 13, SAT
rr,350, 1, 6, SAT
rr,350, 2, 4, SAT
rr,350, 3, 13, SAT
rr,350, 4, 9, SAT
rr,350, 5, 4, SAT
rr,350, 6, 6, SAT
rr,350, 7, 3, SAT
rr,350, 8, 4, SAT
rr,350, 9, 4, SAT
rr,350, 10, 7, SAT
rr,350, 11, 14, SAT
rr,350, 12, 5, SAT
rr,350, 13, 17, SAT
rr,350, 14, 4, SAT
rr,350, 15, 5, SAT
rr,350, 16, 5, SAT
rr,350, 17, 6, SAT
rr,350, 18, 5, SAT
rr,350, 19, 5, SAT
rr,350, 20, 5, SAT
rr,350, 21, 5, SAT
rr,350, 22, 5, SAT
rr,350, 23, 36, SAT
rr,350, 24, 11, SAT
rr,350, 25, 11, SAT
rr,350, 26, 5, SAT
rr,350, 27, 7, SAT
rr,350, 28, 10, SAT
rr,350, 29, 5, SAT
rr,350, 30, 5, SAT
rr,350, 31, 5, SAT
rr,350, 32, 5, SAT
rr,350, 33, 5, SAT
rr,350, 34, 6, SAT
rr,350, 35, 5, SAT
rr,350, 36, 5, SAT
rr,350, 37, 6, SAT
rr,350, 38, 5, SAT
rr,350, 39, 5, SAT
rr,350, 40, 5, SAT
rr,350, 41, 5, SAT
rr,350, 42, 5, SAT
rr,350, 43, 5, SAT
rr,350, 44, 6, SAT
rr,350, 45, 7, SAT
rr,350, 46, 5, SAT
rr,350, 47, 5, SAT
rr,350, 48, 5, SAT
rr,350, 49, 5, SAT
rr,350, 50, 5, SAT
rr,350, 51, 5, SAT
rr,350, 52, 5, SAT
rr,350, 53, 6, SAT
rr,350, 54, 6, SAT
rr,350, 55, 6, SAT
rr,350, 56, 7, SAT
rr,350, 57, 7, SAT
rr,350, 58, 5, SAT
rr,350, 59, 6, SAT
rr,350, 60, 4, SAT
rr,350, 61, 6, SAT
rr,350, 62, 6, SAT
rr,350, 63, 6, SAT
rr,350, 64, 6, SAT
rr,350, 65, 6, SAT
rr,350, 66, 5, SAT
rr,350, 67, 5, SAT
rr,350, 68, 6, SAT
rr,350, 69, 6, SAT
rr,350, 70, 5, SAT
rr,350, 71, 5, SAT
rr,350, 72, 5, SAT
rr,350, 73, 5, SAT
rr,350, 74, 5, SAT
rr,350, 75, 5, SAT
rr,350, 76, 6, SAT
rr,350, 77, 5, SAT
rr,350, 78, 5, SAT
rr,350, 79, 5, SAT
rr,350, 80, 5, SAT
rr,350, 81, 5, SAT
rr,350, 82, 5, SAT
rr,350, 83, 5, SAT
rr,350, 84, 5, SAT
rr,350, 85, 5, SAT
rr,350, 86, 5, SAT
rr,350, 87, 5, SAT
rr,350, 88, 5, SAT
rr,350, 89, 4, SAT
rr,350, 90, 5, SAT
rr,350, 91, 5, SAT
rr,350, 92, 4, SAT
rr,350, 93, 5, SAT
rr,350, 94, 4, SAT
rr,350, 95, 4, SAT
rr,350, 96, 4, SAT
rr,350, 97, 5, SAT
rr,350, 98, 5, SAT
