scheduler, buf_size, wl_idx, time_millis, solver_res
rr,250, 0, 230, SAT
rr,250, 1, 59, SAT
rr,250, 2, 45, SAT
rr,250, 3, 15, SAT
rr,250, 4, 14, SAT
rr,250, 5, 12, SAT
rr,250, 6, 30, SAT
rr,250, 7, 12, SAT
rr,250, 8, 17, SAT
rr,250, 9, 19, SAT
rr,250, 10, 12, SAT
rr,250, 11, 12, SAT
rr,250, 12, 12, SAT
rr,250, 13, 16, SAT
rr,250, 14, 15, SAT
rr,250, 15, 14, SAT
rr,250, 16, 13, SAT
rr,250, 17, 12, SAT
rr,250, 18, 21, SAT
rr,250, 19, 22, SAT
rr,250, 20, 23, SAT
rr,250, 21, 28, SAT
rr,250, 22, 13, SAT
rr,250, 23, 24, SAT
rr,250, 24, 19, SAT
rr,250, 25, 14, SAT
rr,250, 26, 18, SAT
rr,250, 27, 12, SAT
rr,250, 28, 18, SAT
rr,250, 29, 13, SAT
rr,250, 30, 14, SAT
rr,250, 31, 13, SAT
rr,250, 32, 13, SAT
rr,250, 33, 13, SAT
rr,250, 34, 13, SAT
rr,250, 35, 14, SAT
rr,250, 36, 12, SAT
rr,250, 37, 12, SAT
rr,250, 38, 12, SAT
rr,250, 39, 30, UNSAT
rr,250, 40, 16, UNSAT
rr,250, 41, 18, UNSAT
rr,250, 42, 13, UNSAT
