scheduler, buf_size, wl_idx, time_millis, solver_res
fq, 175, 0, 3267, SAT
fq, 175, 1, 1906, SAT
fq, 175, 2, 1986, SAT
fq, 175, 3, 1193, SAT
fq, 175, 4, 5356, SAT
fq, 175, 5, 1450, SAT
fq, 175, 6, 3162, SAT
fq, 175, 7, 2188, SAT
fq, 175, 8, 2714, SAT
fq, 175, 9, 5496, SAT
fq, 175, 10, 3616, SAT
fq, 175, 11, 3415, SAT
fq, 175, 12, 4083, SAT
fq, 175, 13, 4509, SAT
fq, 175, 14, 4531, SAT
fq, 175, 15, 2714, SAT
fq, 175, 16, 3300, SAT
fq, 175, 17, 4086, SAT
fq, 175, 18, 4194, SAT
fq, 175, 19, 3266, SAT
fq, 175, 20, 2228, SAT
fq, 175, 21, 3358, SAT
fq, 175, 22, 3275, SAT
fq, 175, 23, 2167, SAT
fq, 175, 24, 2862, SAT
fq, 175, 25, 2900, SAT
fq, 175, 26, 4109, SAT
fq, 175, 27, 2193, SAT
fq, 175, 28, 3799, SAT
fq, 175, 29, 4907, SAT
fq, 175, 30, 3843, SAT
fq, 175, 31, 2787, SAT
fq, 175, 32, 2593, SAT
fq, 175, 33, 2022, SAT
fq, 175, 34, 4462, SAT
fq, 175, 35, 1926, SAT
fq, 175, 36, 6395, SAT
fq, 175, 37, 2327, SAT
fq, 175, 38, 6665, SAT
fq, 175, 39, 1989, SAT
fq, 175, 40, 2455, SAT
fq, 175, 41, 3927, SAT
fq, 175, 42, 5083, SAT
fq, 175, 43, 2423, SAT
fq, 175, 44, 2595, SAT
fq, 175, 45, 3093, SAT
fq, 175, 46, 3270, SAT
fq, 175, 47, 2039, SAT
fq, 175, 48, 3065, SAT
fq, 175, 49, 2002, SAT
fq, 175, 50, 2848, SAT
fq, 175, 51, 2236, SAT
fq, 175, 52, 2887, SAT
fq, 175, 53, 2199, SAT
fq, 175, 54, 4806, SAT
fq, 175, 55, 4522, SAT
fq, 175, 56, 2185, SAT
fq, 175, 57, 3317, SAT
fq, 175, 58, 2197, SAT
fq, 175, 59, 6618, SAT
fq, 175, 60, 3792, SAT
fq, 175, 61, 4253, SAT
fq, 175, 62, 1853, SAT
fq, 175, 63, 4382, SAT
fq, 175, 64, 3840, SAT
fq, 175, 65, 4486, SAT
fq, 175, 66, 5107, SAT
fq, 175, 67, 4089, SAT
fq, 175, 68, 3106, SAT
fq, 175, 69, 3352, SAT
fq, 175, 70, 3287, SAT
fq, 175, 71, 2762, SAT
fq, 175, 72, 4548, SAT
fq, 175, 73, 2321, SAT
fq, 175, 74, 2983, SAT
fq, 175, 75, 3826, SAT
fq, 175, 76, 4161, SAT
fq, 175, 77, 4040, SAT
fq, 175, 78, 6296, SAT
fq, 175, 79, 4248, SAT
fq, 175, 80, 4510, SAT
fq, 175, 81, 2341, UNSAT
fq, 175, 82, 2253, SAT
fq, 175, 83, 2206, UNSAT
fq, 175, 84, 2216, SAT
