scheduler, buf_size, wl_idx, time_millis, solver_res
fq,200, 0, 2974, SAT
fq,200, 1, 8008, SAT
fq,200, 2, 4382, SAT
fq,200, 3, 3517, SAT
fq,200, 4, 6558, SAT
fq,200, 5, 3525, SAT
fq,200, 6, 4650, SAT
fq,200, 7, 3279, SAT
fq,200, 8, 1924, SAT
fq,200, 9, 1968, SAT
fq,200, 10, 7799, SAT
fq,200, 11, 3160, SAT
fq,200, 12, 3364, SAT
fq,200, 13, 3355, SAT
fq,200, 14, 3022, SAT
fq,200, 15, 3547, SAT
fq,200, 16, 3663, SAT
fq,200, 17, 3361, SAT
fq,200, 18, 6201, SAT
fq,200, 19, 5180, SAT
fq,200, 20, 4663, SAT
fq,200, 21, 5275, SAT
fq,200, 22, 2821, SAT
fq,200, 23, 5033, SAT
fq,200, 24, 6892, SAT
fq,200, 25, 3204, SAT
fq,200, 26, 4384, SAT
fq,200, 27, 3260, SAT
fq,200, 28, 7715, SAT
fq,200, 29, 4468, SAT
fq,200, 30, 3375, SAT
fq,200, 31, 5395, SAT
fq,200, 32, 6563, SAT
fq,200, 33, 7143, SAT
fq,200, 34, 4477, SAT
fq,200, 35, 3724, SAT
fq,200, 36, 4593, SAT
fq,200, 37, 5359, SAT
fq,200, 38, 5353, SAT
fq,200, 39, 3875, SAT
fq,200, 40, 4027, SAT
fq,200, 41, 3736, SAT
fq,200, 42, 5896, SAT
fq,200, 43, 4275, SAT
fq,200, 44, 4486, SAT
fq,200, 45, 2574, SAT
fq,200, 46, 5041, SAT
fq,200, 47, 5630, SAT
fq,200, 48, 4795, SAT
fq,200, 49, 5307, SAT
fq,200, 50, 4696, SAT
fq,200, 51, 2565, SAT
fq,200, 52, 3656, SAT
fq,200, 53, 6530, SAT
fq,200, 54, 5912, SAT
fq,200, 55, 3804, SAT
fq,200, 56, 6174, SAT
fq,200, 57, 4271, SAT
fq,200, 58, 4228, SAT
fq,200, 59, 3298, SAT
fq,200, 60, 5079, SAT
fq,200, 61, 2872, SAT
fq,200, 62, 3569, SAT
fq,200, 63, 2719, SAT
fq,200, 64, 5466, SAT
fq,200, 65, 3298, SAT
fq,200, 66, 3847, SAT
fq,200, 67, 3678, SAT
fq,200, 68, 5272, SAT
fq,200, 69, 4445, SAT
fq,200, 70, 4171, SAT
fq,200, 71, 2841, SAT
fq,200, 72, 5740, SAT
fq,200, 73, 4248, UNSAT
fq,200, 74, 2412, UNSAT
fq,200, 75, 2967, SAT
fq,200, 76, 3510, UNSAT
fq,200, 77, 3497, SAT
fq,200, 78, 4973, SAT
