scheduler, buf_size, wl_idx, time_millis, solver_res
prio, 200, 0, 288, SAT
prio, 200, 1, 200, SAT
prio, 200, 2, 202, SAT
prio, 200, 3, 215, SAT
prio, 200, 4, 249, SAT
prio, 200, 5, 201, SAT
prio, 200, 6, 170, SAT
prio, 200, 7, 101, SAT
prio, 200, 8, 96, SAT
prio, 200, 9, 137, SAT
prio, 200, 10, 115, SAT
prio, 200, 11, 141, SAT
prio, 200, 12, 161, SAT
prio, 200, 13, 158, SAT
prio, 200, 14, 157, SAT
prio, 200, 15, 117, SAT
prio, 200, 16, 139, SAT
prio, 200, 17, 151, SAT
prio, 200, 18, 155, SAT
prio, 200, 19, 113, SAT
prio, 200, 20, 128, SAT
prio, 200, 21, 187, SAT
prio, 200, 22, 140, SAT
prio, 200, 23, 109, SAT
prio, 200, 24, 182, SAT
prio, 200, 25, 213, SAT
prio, 200, 26, 196, SAT
prio, 200, 27, 97, SAT
prio, 200, 28, 135, SAT
prio, 200, 29, 144, SAT
prio, 200, 30, 205, SAT
prio, 200, 31, 117, SAT
prio, 200, 32, 112, SAT
prio, 200, 33, 190, SAT
prio, 200, 34, 172, SAT
prio, 200, 35, 220, SAT
prio, 200, 36, 149, SAT
prio, 200, 37, 95, SAT
prio, 200, 38, 153, SAT
prio, 200, 39, 129, SAT
prio, 200, 40, 203, SAT
prio, 200, 41, 113, SAT
prio, 200, 42, 129, SAT
prio, 200, 43, 106, SAT
prio, 200, 44, 191, SAT
prio, 200, 45, 163, SAT
prio, 200, 46, 165, SAT
prio, 200, 47, 171, SAT
prio, 200, 48, 190, SAT
prio, 200, 49, 225, SAT
prio, 200, 50, 164, SAT
prio, 200, 51, 182, SAT
prio, 200, 52, 149, SAT
prio, 200, 53, 129, SAT
prio, 200, 54, 148, SAT
prio, 200, 55, 120, SAT
prio, 200, 56, 137, SAT
prio, 200, 57, 130, SAT
prio, 200, 58, 221, SAT
prio, 200, 59, 140, SAT
prio, 200, 60, 162, SAT
prio, 200, 61, 123, SAT
prio, 200, 62, 113, SAT
prio, 200, 63, 74, SAT
prio, 200, 64, 92, SAT
prio, 200, 65, 33, UNSAT
prio, 200, 66, 50, UNSAT
